XYZ (16012 points)
229167.492 5612546.730 67.846
229476.850 5613390.710 49.264
230810.000 5614170.000 77.188
230220.000 5614890.000 40.879
230864.344 5615500.580 104.043
231786.726 5616151.350 130.805
232770.492 5617258.620 117.163
232855.282 5618477.650 132.654
233336.573 5619353.750 133.502
234036.984 5620100.730 105.316
233932.096 5620997.980 108.691
234713.413 5621798.620 116.553
235137.338 5622842.080 119.627
235580.078 5623883.680 93.221
236580.738 5624070.760 45.956
236968.569 5625030.210 25.726
237226.148 5626013.000 18.156
237675.836 5626745.870 10.000
237601.332 5627501.430 10.000
238401.221 5627961.080 10.000
238039.806 5628826.140 10.000
238770.831 5629554.780 10.000
238235.105 5630202.880 10.000
238138.172 5631243.040 10.000
238893.486 5641562.770 14.092
239736.384 5642282.300 10.000
238331.220 5640779.940 47.618
237651.622 5639708.330 58.565
238115.129 5640103.650 36.362
236495.000 5638842.000 10.430
235880.185 5640341.190 10.000
237754.118 5638756.130 10.000
235285.778 5648713.990 10.000
235205.000 5649200.000 10.000
234356.759 5649698.960 10.000
233528.736 5650230.800 10.000
233029.073 5649606.270 10.000
236138.000 5648748.000 10.000
237063.000 5648433.000 10.000
231928.000 5651376.000 10.000
232162.942 5650682.870 10.000
232348.317 5650040.010 10.000
211157.401 5649039.240 10.000
210766.147 5648162.590 10.011
209445.397 5647828.480 10.000
466756.271 5116911.350 12.157
466840.766 5117544.220 8.638
466315.201 5117954.320 1.227
467232.283 5116383.470 11.832
466544.408 5115729.800 16.158
466274.290 5119999.080 4.197
467211.353 5120431.110 15.478
466890.732 5121113.580 18.494
490368.200 5332823.400 5.000
490452.100 5332905.100 5.000
497868.470 5322787.500 5.000
498697.440 5322684.900 5.000
499453.030 5322997.800 5.000
497169.730 5322192.600 5.000
506715.350 5325340.500 57.364
507561.520 5325933.300 51.550
507836.660 5326693.900 52.319
505622.150 5325037.100 11.828
508884.890 5326902.000 9.770
513318.790 5331544.100 2.824
513510.740 5333215.500 22.779
514309.000 5334589.800 49.491
514943.730 5335989.100 43.319
515595.160 5337292.400 54.794
516215.960 5338497.600 71.249
517114.030 5339309.500 46.706
517601.000 5340167.000 4.608
516724.000 5341352.000 4.601
520500.000 5350280.000 5.974
519108.400 5352453.000 49.987
517801.360 5354924.000 77.606
516132.710 5357063.800 79.057
515967.780 5359586.000 78.699
515571.800 5361971.000 49.050
514650.000 5364060.000 12.610
504529.190 5376551.100 63.639
502646.460 5376555.300 95.610
501755.530 5375545.200 8.199
500157.060 5375784.200 25.673
506283.850 5377423.800 7.027
499104.000 5388486.000 5.000
498696.600 5390631.000 181.660
496850.000 5391380.000 17.180
494710.000 5392420.000 38.768
492670.000 5393840.000 55.613
490727.500 5393874.300 110.935
488530.000 5392980.000 91.316
499810.960 5378781.600 130.335
499386.000 5380850.000 5.000
500486.000 5381981.000 11.460
501649.000 5383772.000 5.723
499187.020 5377215.000 7.811
486580.580 5394633.700 164.303
483996.390 5394942.200 186.211
482270.000 5394850.000 324.262
480099.770 5394612.700 218.540
477184.380 5396270.000 5.000
474712.860 5398066.900 26.710
472250.000 5400100.000 26.894
469723.000 5398939.000 28.207
468104.000 5397517.000 13.875
466364.000 5396397.000 51.213
464618.480 5395843.000 21.937
464489.830 5393370.300 20.001
227423.110 5609776.700 20.589
228508.018 5606434.800 10.292
229218.083 5607248.950 116.211
228459.923 5608041.710 190.888
228200.918 5609015.270 112.752
225601.517 5604896.440 10.000
227153.257 5611218.330 10.000
227195.090 5610658.920 10.000
227795.840 5611296.370 10.000
228570.764 5611333.850 14.375
229576.289 5611398.100 54.090
230277.838 5612602.170 45.613
231254.323 5613337.190 76.299
232030.000 5614800.000 140.896
232726.078 5615770.020 88.140
233391.046 5616455.710 91.142
234113.889 5617017.140 98.786
233904.871 5618139.230 132.219
234278.345 5619212.320 116.242
235191.691 5619801.110 86.622
234779.379 5620731.960 96.946
235714.360 5620905.520 98.274
235972.097 5621934.250 107.424
236271.764 5623002.000 82.878
237275.619 5623213.750 33.651
237550.626 5624147.210 12.433
237950.316 5624913.430 10.000
237706.100 5625519.030 10.000
237976.277 5626154.940 10.000
238235.395 5626581.610 10.000
238590.000 5627170.000 10.000
239285.187 5627452.090 10.000
239464.805 5630318.790 10.000
239716.498 5631397.990 13.133
238776.000 5632133.000 10.000
239054.098 5640423.680 10.010
240079.882 5641260.290 10.125
241307.000 5641922.000 10.000
238842.000 5639821.000 10.000
238260.355 5639421.880 10.376
234936.989 5639286.030 10.000
234606.613 5640277.370 10.000
238924.000 5639070.000 10.000
236205.000 5649512.500 10.000
232773.000 5650725.000 10.000
236755.176 5649143.340 10.000
237841.000 5648748.000 10.000
238388.000 5648454.000 10.000
237337.000 5648980.000 10.000
209892.062 5648885.620 10.000
210362.702 5649704.620 10.000
208620.000 5649300.000 10.000
467491.000 5117139.000 3.557
467406.863 5117793.530 15.661
466965.131 5118242.380 10.527
466452.651 5118637.090 3.026
467122.251 5115593.390 11.491
466634.624 5114982.440 23.213
467550.024 5119751.360 11.326
466464.236 5119329.950 5.286
490467.200 5332743.800 5.000
490568.200 5332801.900 5.000
498461.740 5321745.400 5.000
499304.750 5322020.000 5.000
497721.970 5321371.500 5.000
506336.460 5324482.300 50.817
507328.860 5324340.400 53.843
507691.960 5325245.500 55.350
508663.150 5325824.800 9.491
505420.360 5324056.100 10.618
514583.820 5331763.100 2.308
514792.630 5333057.000 30.444
515771.670 5333564.600 22.811
515865.500 5334886.900 40.205
516496.440 5336059.500 55.702
517099.320 5337226.800 54.585
518039.180 5338339.500 87.256
518741.220 5339603.400 4.034
521896.820 5352012.800 5.124
520512.210 5354113.200 51.907
519669.210 5356153.600 73.512
517854.520 5357582.500 87.951
518211.470 5359731.800 52.945
517408.330 5361684.200 18.617
516784.730 5363753.400 67.970
516114.720 5365665.000 49.645
514390.000 5366240.000 5.000
504944.420 5378609.000 10.691
503253.440 5377672.000 5.000
501620.000 5378310.000 5.301
500844.230 5377105.100 53.351
506599.240 5379608.500 25.557
508085.960 5378917.500 5.000
500895.000 5390591.000 5.000
500400.870 5392595.800 188.768
498740.000 5392710.000 5.000
496531.410 5393383.300 7.648
495028.110 5394203.600 6.312
493601.060 5395537.000 128.237
491633.180 5396311.400 129.765
489165.920 5395579.400 161.083
500730.000 5380025.000 9.348
502331.790 5381854.700 5.000
503729.580 5383289.200 5.000
487560.230 5397209.600 268.377
484736.140 5396310.200 209.525
481872.840 5396497.700 266.518
479435.270 5397164.100 159.343
477443.000 5398858.500 86.759
475188.940 5400731.400 66.060
472780.000 5402370.000 16.911
463156.550 5394664.700 71.735
462364.820 5396624.300 41.267
462472.390 5392657.900 85.644
464658.790 5391062.000 20.001
228061.772 5610075.960 14.668
230241.929 5605906.280 10.000
230297.394 5607475.990 203.612
229549.615 5608709.570 80.626
228809.223 5609644.000 30.412
227914.271 5610844.430 10.000
228768.674 5610609.860 16.114
229431.062 5610100.090 43.805
230234.692 5610014.120 76.335
230734.586 5611295.090 10.674
231325.095 5612230.640 42.433
232246.248 5612836.050 101.526
233104.073 5613576.680 134.511
233107.801 5614783.830 142.379
233959.933 5615698.640 71.792
235052.905 5616405.280 45.124
235174.883 5617656.630 84.239
234898.333 5618685.850 113.952
235798.850 5618847.690 82.327
236295.964 5619958.670 69.548
236921.351 5621005.210 87.101
237045.641 5622158.730 66.840
237973.904 5622511.820 32.480
238238.327 5623445.940 17.858
238420.845 5624322.150 10.000
238747.180 5624995.970 10.000
238477.408 5625673.570 10.000
238716.870 5626235.330 10.000
239365.988 5626849.780 10.000
240225.615 5627379.690 10.000
240508.538 5630498.800 10.000
241228.735 5631473.860 23.572
240116.000 5632535.000 10.000
240188.989 5640240.590 10.000
241290.026 5640976.480 68.419
242782.000 5641347.000 49.372
233901.054 5639254.640 10.000
234079.869 5638170.380 10.000
233179.101 5639877.630 10.000
237205.000 5649825.000 10.000
238706.000 5649325.000 10.000
237778.000 5649232.000 10.000
209423.953 5649726.740 10.000
209568.000 5650370.000 10.000
208716.000 5650432.000 10.000
207544.500 5650303.500 10.000
207041.490 5649452.850 10.000
468035.760 5117698.850 6.864
468100.205 5116819.940 2.530
467644.293 5118391.180 9.135
467163.584 5118965.020 18.456
467079.127 5114795.860 11.060
466677.803 5114223.070 18.400
467901.204 5119071.790 8.620
490561.800 5332703.000 5.000
490563.900 5332591.200 5.000
490660.700 5332651.400 5.000
498290.980 5320561.600 5.000
499056.220 5320692.300 5.000
499733.290 5321139.700 5.000
506498.070 5323620.000 46.719
507414.570 5323236.700 47.685
508276.530 5323882.100 47.876
508323.000 5324871.000 5.204
505731.280 5323132.100 6.730
515841.420 5332025.600 2.019
517004.190 5333023.700 11.569
516821.190 5334058.900 23.272
517374.610 5334942.900 70.600
518071.830 5335926.300 56.426
518368.620 5337111.800 63.559
519399.960 5337646.700 84.104
519644.280 5338823.800 2.296
523080.000 5354070.000 5.000
521884.370 5355659.100 54.334
521121.640 5357179.600 79.987
519634.810 5358219.000 91.390
520131.170 5359949.100 37.059
519202.380 5361540.300 78.767
518808.740 5363661.100 83.134
518035.330 5365537.200 80.473
517268.620 5367321.000 64.880
515392.570 5367563.600 19.563
513390.000 5367910.000 5.000
507969.080 5380682.200 68.909
506009.510 5381118.300 5.000
509509.700 5380032.300 20.514
508858.780 5378382.700 6.212
502406.310 5392358.700 17.688
501685.890 5394593.700 175.157
499446.690 5394614.200 8.549
495314.920 5396553.700 89.989
496850.680 5395604.500 5.000
493719.780 5397453.700 146.951
492664.970 5399175.800 129.225
490094.300 5398335.400 149.471
504104.160 5381126.400 5.000
505668.340 5382326.800 11.243
488342.510 5400101.200 116.954
485921.660 5398322.400 20.533
483097.930 5398133.700 69.066
480467.230 5399477.300 6.753
478004.670 5401197.200 13.362
476541.150 5403166.700 38.339
474557.720 5403062.600 69.085
473115.870 5404615.800 47.195
471639.050 5404210.700 20.000
461572.890 5394820.500 55.090
460334.070 5396433.300 55.619
460650.570 5398442.000 36.363
459917.990 5394065.900 20.000
460810.510 5391759.500 20.001
462512.700 5390140.600 143.971
464359.310 5389214.600 78.692
466594.550 5389829.300 20.000
231459.779 5606910.750 277.157
231997.886 5605456.400 10.000
230900.839 5608661.870 114.049
231181.242 5610190.140 41.484
232086.984 5611276.100 10.898
233397.703 5612101.430 77.113
234218.910 5613104.200 113.952
234022.328 5614396.080 93.186
234884.169 5615247.900 36.716
236026.195 5615779.600 10.241
236138.058 5616872.990 12.623
236313.204 5617951.210 26.684
236768.463 5619020.550 57.820
237361.509 5619927.760 55.181
238146.235 5620590.930 14.724
237936.057 5621536.550 27.853
238778.178 5622012.260 10.000
238745.245 5622787.420 15.497
239226.991 5623326.180 27.675
238891.800 5623931.960 10.045
239314.284 5624637.250 10.000
239558.866 5625332.910 10.000
238996.402 5625450.560 10.000
239219.981 5625841.880 10.000
239490.113 5626214.080 10.000
240137.654 5626623.460 10.000
240911.026 5626988.650 10.000
241486.099 5630344.780 10.013
243105.000 5631115.000 12.494
241626.536 5632558.640 10.000
241774.402 5640133.710 19.717
241196.737 5639158.630 10.000
242917.888 5639697.540 10.350
243977.110 5640136.580 75.156
244361.807 5641451.590 99.323
243926.294 5642406.730 35.594
242832.371 5642949.200 10.000
232745.163 5638839.610 10.004
232683.132 5637703.430 10.000
231674.363 5639835.590 10.000
237955.500 5649575.000 10.000
209340.000 5651516.000 10.000
210500.000 5651525.000 10.000
206373.000 5650175.000 10.000
205497.000 5649353.000 10.000
468830.505 5117843.550 6.001
468314.312 5118422.070 6.604
469405.074 5117313.790 3.543
468733.130 5116331.560 3.817
467341.225 5114072.690 15.156
467016.571 5113544.230 12.555
498720.050 5319678.700 5.000
499436.950 5319862.100 5.000
500036.560 5320199.100 5.000
506537.960 5322561.400 5.507
507460.820 5322171.700 5.000
508319.190 5322821.500 44.484
509159.030 5323465.700 46.171
509107.320 5324681.600 9.753
517104.650 5332145.700 2.631
518283.130 5332490.000 9.173
517934.440 5333745.800 57.964
518826.460 5334487.900 77.908
519394.420 5335355.800 73.404
519381.410 5336433.400 62.026
520558.990 5336874.900 72.147
520562.360 5338062.000 5.321
524015.000 5355670.000 5.002
522923.760 5357296.000 62.236
521454.290 5358618.500 95.226
521845.040 5359995.800 87.400
521001.130 5361469.700 21.809
520264.850 5362838.600 78.935
520812.260 5364373.200 73.867
519946.070 5365727.600 74.849
519130.680 5367386.600 72.163
518163.670 5369197.800 68.731
516472.060 5368882.900 38.230
514918.340 5369422.100 11.470
513465.260 5369151.600 5.000
512170.000 5369170.000 23.544
512200.000 5366680.000 5.000
509589.870 5381904.800 35.684
508133.730 5382309.000 5.000
510892.580 5378862.100 21.013
511027.350 5380946.300 37.004
509900.000 5377230.000 6.347
503853.440 5395023.100 15.282
502670.840 5397020.800 160.144
500727.710 5396272.600 126.424
498884.730 5396420.800 5.000
497079.580 5397437.000 49.252
495670.680 5398925.800 186.497
494835.160 5400548.900 171.781
493240.000 5401700.000 21.184
491021.860 5401222.200 21.717
485881.980 5399835.100 20.000
486834.300 5401692.200 20.000
474830.260 5405117.900 85.533
476400.160 5405658.200 20.000
473166.050 5406744.600 20.001
471406.790 5406113.500 40.154
469667.910 5405725.000 21.329
458753.960 5398307.300 56.752
458674.450 5396228.900 20.000
458963.880 5400276.400 24.009
460393.290 5389346.100 20.418
462838.850 5387347.800 164.371
465733.980 5388019.200 20.002
233100.051 5606631.820 256.047
232008.028 5607998.450 124.339
233789.368 5604805.510 10.031
231907.203 5609551.740 11.706
232785.508 5610370.950 10.000
233313.958 5610906.070 10.193
234330.125 5610885.800 10.000
234801.593 5611990.330 79.749
235398.725 5612909.430 68.891
234888.387 5614014.740 73.164
235552.260 5614827.540 10.327
236344.421 5614840.610 10.000
237025.127 5615233.150 10.000
237172.586 5616220.220 12.161
237152.171 5617295.620 18.127
237196.419 5618234.350 44.513
237727.871 5618990.820 52.283
238404.498 5619716.140 13.041
239362.458 5620202.030 10.875
238939.065 5621137.170 10.000
239597.568 5621797.460 10.000
239480.222 5622598.670 19.108
240111.654 5623211.040 11.320
239785.474 5623729.200 18.066
239414.345 5624010.410 11.922
239991.978 5624918.120 10.000
239868.553 5624388.790 10.000
240233.021 5625362.080 10.000
240208.916 5625915.100 10.000
239756.997 5625969.870 10.000
240786.523 5626326.920 10.000
241606.000 5626391.000 10.000
241354.000 5627464.000 10.000
242347.707 5629832.120 10.002
244177.000 5632696.000 10.000
244585.794 5631169.820 10.000
243131.000 5632696.000 10.000
243225.674 5629348.010 10.000
242002.975 5638912.960 85.089
242756.125 5638300.120 10.046
243974.765 5638749.370 10.000
244998.000 5638972.000 10.085
245266.243 5639649.990 105.017
244887.953 5640510.350 145.978
245506.391 5641060.190 151.607
245488.583 5641834.740 58.939
245318.634 5642833.800 11.333
244583.664 5643607.730 10.000
231485.113 5638344.420 10.000
231595.799 5636827.120 10.000
233122.628 5636274.670 10.000
209800.000 5652173.000 10.000
210822.000 5652331.500 10.000
212267.000 5651777.000 10.000
469995.871 5116793.450 4.016
469376.769 5115857.620 0.930
467938.799 5113543.810 11.687
467550.251 5112985.910 12.343
499453.840 5319054.400 5.000
500127.680 5319223.400 5.000
508384.420 5321783.400 6.524
509186.200 5322373.700 44.394
510025.230 5322797.600 46.025
509921.410 5324104.500 6.330
517942.270 5331623.100 10.525
518840.600 5331239.900 33.317
519610.880 5332082.300 33.309
518926.350 5333224.000 67.664
519843.030 5333368.600 63.566
520334.080 5334386.900 66.080
520467.060 5335679.000 76.118
521674.750 5336028.800 57.113
521660.000 5337510.000 4.916
524535.000 5356987.000 5.020
524739.000 5358238.000 5.084
523206.000 5358980.000 84.504
523653.000 5360384.000 80.800
522403.230 5360999.800 96.840
522459.140 5362072.500 95.858
521698.560 5363095.900 75.280
522567.360 5364438.700 70.599
521974.160 5365928.000 62.093
521199.170 5367481.200 34.494
520204.970 5368985.600 68.579
519385.690 5370673.000 115.678
517945.010 5370999.300 39.228
516398.520 5370705.800 44.270
514800.000 5371420.000 5.000
513540.000 5370390.000 5.003
511857.260 5371130.300 17.163
510716.000 5369914.400 5.007
510396.450 5367429.700 5.000
511052.800 5382995.200 25.670
509600.000 5384090.000 5.000
511544.220 5377071.000 51.111
512776.850 5378117.600 5.000
512446.000 5379979.000 7.528
512630.000 5382250.000 22.469
509963.960 5375828.300 5.000
505239.770 5397774.600 118.206
506721.140 5395521.100 5.000
502669.410 5399438.800 122.151
500568.640 5398404.400 71.224
498367.780 5399089.100 75.849
497324.340 5401282.000 217.953
495428.000 5402270.700 127.947
494500.000 5403590.000 5.523
483641.620 5400947.900 20.001
484938.180 5403256.100 20.000
475028.400 5407421.900 73.142
477021.090 5407640.500 50.000
471005.930 5407931.500 20.000
473337.120 5409043.100 20.688
469515.080 5407498.800 31.727
467718.390 5407293.600 20.000
456918.650 5400124.000 20.001
457022.820 5398024.000 20.637
457840.000 5401640.000 49.151
459587.110 5402335.100 20.000
460733.430 5386921.900 20.126
461438.000 5384742.000 20.000
463096.140 5384304.500 159.636
464739.130 5385842.400 39.885
234972.705 5605840.950 382.159
233977.147 5607655.940 11.238
232669.998 5608747.150 10.000
235468.265 5603911.050 10.000
233774.357 5609582.050 10.000
235301.602 5609948.930 10.000
235462.302 5611044.900 30.229
236254.405 5611860.900 74.351
236482.801 5612952.880 10.269
235665.347 5614013.670 10.017
237424.215 5614099.970 10.000
237942.755 5615205.440 21.167
238183.577 5616020.190 48.450
238052.000 5617137.000 22.670
237984.005 5618001.820 11.969
238582.097 5618901.360 10.816
239314.610 5619431.740 14.094
240435.202 5619365.530 13.908
240420.561 5620216.680 33.344
239840.192 5620962.770 10.000
240326.571 5621712.050 10.000
240209.566 5622501.700 10.000
240960.150 5623182.940 10.000
240807.538 5623744.530 10.000
240254.100 5623890.580 10.000
240686.951 5624932.730 10.000
240544.431 5624390.590 10.000
240717.138 5625691.650 10.000
242264.765 5627013.810 10.000
242615.996 5625948.590 10.000
241968.383 5627645.800 10.000
245856.716 5631819.910 59.420
246167.282 5633045.520 10.000
245557.000 5634076.000 10.000
246257.256 5630647.940 10.000
246146.735 5638721.920 13.452
246251.579 5639479.790 94.359
245768.208 5640243.820 174.140
246397.383 5640732.510 116.615
246451.000 5641470.000 21.882
246200.025 5642363.710 55.335
246705.412 5643276.690 92.597
246347.523 5644231.820 10.002
232047.609 5635373.270 10.000
233165.468 5635092.800 10.000
211844.000 5652490.000 10.000
213381.000 5652408.000 10.000
213671.000 5651779.000 10.000
470590.377 5116268.740 9.161
470061.845 5115446.780 4.084
468669.720 5113228.710 6.050
468064.957 5112402.330 13.152
509293.670 5321410.600 5.833
509940.250 5321637.600 49.464
510583.950 5321891.200 50.602
511154.290 5322534.900 5.000
510576.480 5323353.600 6.949
517973.790 5330348.800 2.000
519032.740 5330068.800 18.744
519913.810 5330822.700 23.966
520915.250 5331382.100 54.606
520618.570 5332407.900 64.507
520925.080 5333234.900 60.916
521757.160 5333701.700 70.040
521326.210 5334895.500 79.353
522385.770 5334832.500 41.919
523128.990 5335642.300 7.700
522446.390 5336597.600 5.846
524788.000 5359347.000 5.373
524779.000 5360296.000 5.665
524802.000 5361014.000 5.508
523679.000 5361320.000 59.422
523631.760 5362265.200 88.296
523135.730 5363151.200 87.376
524073.000 5363786.000 9.324
523901.000 5365512.000 11.971
523334.390 5367454.700 31.317
522450.580 5369229.900 10.999
520913.150 5370460.500 32.086
520347.280 5372263.200 48.555
518723.440 5372422.900 84.791
517158.500 5372359.500 63.522
515594.570 5372851.300 5.000
513240.000 5371830.000 5.288
512430.000 5373270.000 5.000
511018.360 5372784.600 12.039
510020.000 5371350.000 5.909
512530.000 5383460.000 5.000
511580.000 5385180.000 5.000
510662.900 5386539.200 5.000
509035.110 5386154.400 14.704
511623.930 5375620.600 35.947
513598.570 5376452.700 5.000
513950.000 5381450.000 5.000
515470.000 5382420.000 47.277
514350.680 5383332.200 5.000
510120.000 5374370.000 5.954
508199.020 5397472.700 55.384
507155.850 5400094.200 5.000
504683.080 5400287.300 33.149
509744.720 5395064.800 20.287
502760.210 5402021.100 134.853
500245.150 5401047.400 124.762
498738.890 5403144.800 151.279
496525.880 5404268.300 16.816
494025.210 5405880.300 90.059
491914.200 5404384.400 5.492
481885.850 5402582.500 20.000
482814.650 5405062.200 23.993
484841.260 5405697.900 20.000
476203.120 5409133.100 37.027
474642.860 5409501.200 78.953
478518.580 5408351.700 50.000
479253.390 5406693.000 50.000
469718.680 5409174.900 39.793
471260.000 5410410.000 21.274
473274.800 5410907.300 83.380
467892.230 5409041.800 23.585
465944.680 5409055.600 20.000
458552.270 5402994.500 23.072
460050.830 5404498.800 24.983
461528.240 5382092.200 20.001
463255.110 5381689.600 157.299
464820.800 5383371.100 20.000
236699.108 5604709.330 428.167
236569.137 5606127.480 302.423
235698.141 5607260.080 10.072
237116.441 5602961.170 10.014
236492.124 5610481.540 47.633
236813.485 5609166.500 10.000
237285.748 5611234.300 96.217
237671.368 5612345.060 10.002
238646.559 5614523.440 11.969
238557.060 5613443.340 10.000
239096.507 5615489.680 10.059
238817.392 5616333.240 16.667
239083.409 5616922.990 10.000
238977.000 5617327.000 10.000
238758.959 5617758.410 10.000
238776.891 5618360.430 10.000
239554.578 5618821.910 10.000
240358.793 5618566.080 10.000
241181.466 5618487.150 14.209
241701.011 5619111.080 55.019
241368.301 5619788.110 39.164
241320.000 5620310.000 19.079
240571.332 5620957.640 23.510
240961.851 5621592.130 10.000
240818.995 5622472.620 10.000
241548.947 5623583.470 10.000
241256.956 5624273.020 10.000
241383.638 5624982.040 10.000
242887.260 5627596.960 10.000
243315.391 5626779.450 10.000
243596.793 5626364.320 10.000
242640.857 5628137.030 10.000
247367.521 5630590.970 10.000
247111.477 5632390.210 10.105
247071.000 5633674.000 10.000
247590.000 5632930.000 10.020
246905.342 5638818.050 77.150
246777.608 5637826.390 10.000
247118.911 5639597.580 139.757
246540.520 5640068.120 154.065
247186.209 5640324.500 64.526
247154.910 5641024.030 10.550
246874.979 5641871.270 10.003
247001.755 5642495.510 23.402
247682.039 5642871.640 24.711
247945.890 5643993.040 15.697
247949.960 5645269.300 10.000
232220.831 5634242.660 10.000
214164.447 5652352.260 10.000
214775.000 5652947.000 10.000
215064.000 5652198.000 10.000
470799.334 5115139.880 5.008
471196.840 5115749.030 12.176
469314.584 5112759.700 8.158
468585.939 5111816.710 16.637
509786.800 5320542.600 5.148
510650.400 5320773.600 46.299
511262.030 5321525.500 39.762
511983.670 5321977.400 6.506
518375.940 5329128.600 2.000
519173.160 5328910.400 28.506
519990.720 5329659.400 25.576
520995.840 5330275.600 22.511
522189.860 5330704.300 57.630
521818.760 5332186.200 68.778
522786.680 5332786.600 74.739
522842.400 5333855.600 59.137
523645.990 5334569.300 2.000
525046.000 5361536.000 7.363
525397.000 5361036.000 5.690
524507.000 5361571.000 5.000
524611.000 5362155.000 30.144
524686.000 5362811.000 8.919
525190.000 5366820.000 6.072
525030.000 5369060.000 7.744
523719.000 5370548.000 21.668
521957.000 5371452.000 10.607
521867.880 5373005.400 37.645
520796.320 5373887.000 38.183
519290.790 5374082.300 60.299
517818.470 5373982.500 80.663
516544.020 5373707.700 13.644
515390.000 5374320.000 5.269
511803.490 5374262.300 14.256
513546.440 5374356.500 5.000
509690.000 5372940.000 5.302
509630.000 5388070.000 14.371
507670.690 5388208.700 13.124
513008.230 5375250.200 53.619
514607.910 5375313.500 16.360
515390.000 5376220.000 6.478
515410.460 5380790.800 5.187
517241.340 5381115.000 55.714
517868.800 5383087.000 53.344
516074.560 5384003.500 46.820
514816.600 5385476.900 11.973
511470.000 5396990.000 77.615
509682.660 5399329.000 127.226
509590.930 5401720.600 62.050
507474.800 5402619.500 37.257
505245.290 5402454.700 40.328
512549.130 5393843.400 31.949
503458.710 5404639.100 61.334
500915.910 5403879.800 228.682
498676.120 5405555.300 54.935
496233.700 5406961.800 118.043
493806.020 5408463.300 155.075
491473.410 5407081.500 100.111
489138.580 5405533.900 10.446
480961.050 5404865.400 30.100
483324.700 5407141.700 22.090
480916.330 5407645.400 49.999
475169.340 5411138.100 50.000
468610.000 5410560.000 21.026
471950.000 5412530.000 44.125
469520.860 5412518.500 36.954
474507.220 5412347.700 50.000
466194.460 5410587.100 20.000
458287.440 5405299.200 20.001
460216.860 5405779.000 20.001
461668.180 5379593.500 30.808
463313.030 5379355.900 43.240
465117.610 5381089.300 23.898
238236.161 5604013.390 343.442
238029.019 5605637.670 325.595
237426.555 5607277.780 10.000
238914.370 5602333.010 10.030
237734.182 5610127.770 59.151
238159.560 5609099.660 15.587
238260.082 5608269.090 10.001
238316.153 5611275.790 32.642
238930.576 5612192.240 10.000
239332.373 5614025.830 10.000
239918.500 5614812.660 18.546
239595.037 5613310.550 10.000
240200.455 5615832.970 10.032
239596.734 5616400.540 10.000
239731.647 5617375.630 10.000
239462.388 5617636.030 10.000
239218.446 5618183.960 10.000
239864.661 5618288.410 10.000
240110.528 5617911.650 10.000
240576.000 5617852.000 10.424
241179.926 5617771.650 10.000
241942.384 5617833.660 10.000
242238.435 5618425.710 10.871
242832.296 5618945.650 27.677
242476.480 5619650.000 34.196
242117.944 5620250.990 13.978
241723.764 5620891.780 10.000
241044.108 5620987.530 10.281
241524.734 5622125.830 10.000
242145.911 5623971.720 10.000
242622.312 5624480.910 10.000
242448.676 5625229.070 10.000
243478.000 5628305.000 10.000
243899.599 5627736.840 10.000
248734.275 5630867.670 75.572
247995.127 5630008.560 10.000
248539.442 5631990.140 10.016
247875.000 5633620.000 10.000
248760.000 5633379.000 10.000
247499.818 5638327.690 40.331
247715.987 5639151.470 22.465
247215.745 5637054.220 10.000
246140.068 5636790.650 10.000
247769.959 5637488.780 35.372
247954.006 5639957.430 13.635
247870.583 5640597.190 10.000
247545.000 5641846.000 10.000
248076.035 5641924.240 10.000
248609.413 5642832.210 96.134
249143.979 5643611.070 137.988
249458.765 5644693.040 87.348
249465.466 5646055.240 10.021
215517.700 5652802.800 10.000
215905.000 5653396.000 10.000
216536.000 5652829.000 10.000
471812.244 5115230.960 6.367
471493.497 5114750.630 7.499
469911.726 5112228.220 6.157
469125.389 5111240.320 15.630
510115.970 5319597.700 5.619
511069.330 5319942.800 43.455
511797.640 5320746.200 38.032
512689.580 5321319.600 13.152
518224.820 5328063.200 15.364
517357.710 5328460.200 12.903
519095.690 5327921.100 18.129
520075.250 5328453.700 32.218
520837.740 5329260.800 12.954
521863.000 5329484.800 15.668
523051.060 5329396.400 57.276
523536.870 5330434.600 88.532
523029.730 5331594.300 116.193
523940.800 5332351.000 61.137
523743.060 5333345.500 45.019
524296.830 5333874.000 7.093
525462.000 5361385.000 8.285
525511.000 5361670.000 10.336
525194.000 5362093.000 13.942
525787.000 5361150.000 5.465
523338.000 5372923.000 5.093
523132.530 5374105.600 29.936
522038.480 5374348.200 39.960
521518.550 5375365.800 26.682
520320.050 5375098.500 17.901
519423.830 5375890.900 47.109
518131.810 5375816.900 75.490
516513.260 5375125.700 42.205
508640.000 5390390.000 5.000
506411.460 5390252.800 6.686
516869.510 5376428.000 36.617
516393.050 5377452.300 5.000
516479.340 5379262.700 5.024
518167.490 5379510.600 55.864
519170.000 5381340.000 5.000
520126.800 5382856.800 14.023
519126.050 5384463.200 47.800
517231.410 5385413.800 47.749
516250.470 5387440.400 5.048
514250.000 5395290.000 63.241
513890.000 5397980.000 86.631
512104.840 5400290.600 116.823
511466.360 5403483.100 107.680
508909.740 5404493.100 179.034
506342.850 5404693.600 170.690
514762.160 5392234.100 78.016
505247.180 5406488.600 194.820
503332.350 5407119.500 204.130
501042.360 5406647.000 190.184
498408.090 5408053.200 190.041
496105.430 5409631.000 195.499
493811.600 5411198.000 171.408
491401.260 5409841.600 167.345
488947.510 5408383.500 106.890
486420.380 5406813.400 5.126
