XYZ (16012 points)
323250.304 5579981.730 122.900
323423.529 5580972.030 10.000
322315.955 5581997.190 10.000
321981.834 5585504.530 10.000
322191.405 5586497.170 10.011
319412.239 5598531.890 10.001
320607.000 5591624.000 10.000
321210.000 5590868.000 10.000
318458.125 5599577.600 149.200
317039.217 5599191.230 69.373
316378.918 5628313.460 10.000
315811.249 5629797.020 155.662
314400.000 5629930.000 237.208
313305.405 5630977.660 10.001
509522.684 5096442.260 3.789
510386.119 5096760.090 15.948
515420.424 5280244.020 122.787
514972.520 5281307.100 28.829
516167.157 5279332.880 20.754
517280.474 5279657.340 38.610
518633.000 5279716.000 4.306
537695.350 5277590.400 28.974
536903.690 5278187.000 0.738
538501.240 5276975.600 93.608
539394.770 5276427.900 242.047
540506.580 5276942.800 218.315
541393.760 5277736.800 167.817
542202.290 5278418.300 8.600
543084.780 5279118.700 -0.929
543549.190 5279645.700 -0.519
543883.460 5280025.000 1.842
531161.000 5282205.000 9.699
531973.110 5282171.800 16.134
532622.440 5281781.200 -1.129
544103.930 5280216.500 7.619
544370.000 5280221.000 8.163
558131.000 5316105.000 0.669
558232.540 5316551.900 -2.730
557953.700 5316877.600 4.882
557684.000 5317204.000 3.475
557445.000 5318074.000 0.070
557117.770 5318668.800 0.170
556993.720 5319316.900 0.408
556349.130 5319641.500 2.603
555443.560 5319953.800 2.077
554643.300 5320532.900 1.407
553741.960 5320983.100 54.936
552676.620 5320997.100 85.062
552093.140 5321824.900 90.451
551413.290 5322561.800 101.167
550826.560 5323278.600 108.593
550062.280 5323052.500 119.171
550157.550 5323921.300 117.430
549524.000 5324548.700 120.808
548805.290 5324231.300 122.601
548030.340 5324569.900 119.955
547403.660 5324062.900 34.459
545611.140 5324174.200 28.670
544615.040 5324038.300 127.484
543523.920 5323675.100 118.260
542450.850 5322863.200 83.940
541336.000 5322307.000 29.938
532692.980 5326191.400 8.991
533974.570 5325856.700 51.712
534964.950 5326155.000 47.076
536694.000 5327171.000 15.668
535790.000 5325870.000 11.490
537950.000 5326720.000 8.670
538764.110 5327111.300 123.217
539762.280 5327534.700 123.132
540743.080 5327993.100 79.708
540854.870 5329257.000 9.675
540220.000 5330110.000 9.863
546332.700 5342634.900 -0.140
546217.000 5342527.000 0.004
546691.490 5342848.500 -0.430
546743.190 5342938.500 -0.430
548513.000 5352771.000 -1.490
548429.000 5353018.000 -1.449
548550.000 5353486.000 1.944
548455.000 5353286.000 -0.093
547928.440 5354863.100 -0.289
547812.970 5354827.600 0.728
542831.220 5356650.200 0.140
542831.000 5356799.500 -0.102
389425.121 5518152.960 152.289
389958.900 5520602.500 74.007
387515.223 5519608.430 216.343
385947.788 5518113.410 211.514
384664.920 5517125.300 20.003
380435.967 5513872.740 94.073
378520.801 5512013.380 220.198
376473.116 5510633.530 311.690
381990.000 5515430.000 44.875
373824.752 5509280.260 257.004
371579.801 5507522.970 157.229
369051.409 5505854.290 43.543
368353.631 5503381.770 64.277
367825.129 5500709.800 51.204
365457.562 5498870.470 20.000
363291.826 5496689.050 20.000
323740.000 5578501.000 38.654
324828.585 5579735.340 189.570
324964.700 5580677.870 10.000
323420.590 5586107.030 10.000
323140.000 5587340.000 10.000
322393.699 5587518.390 10.000
319886.632 5600353.170 10.311
321372.271 5591500.870 10.000
321576.841 5592024.680 10.000
321962.000 5590590.000 10.000
322046.000 5589638.000 10.000
322056.325 5591125.500 10.000
319046.215 5600785.960 118.000
317993.000 5600934.000 19.028
317269.000 5600073.000 24.540
317274.547 5629996.380 10.000
316566.731 5631659.320 10.013
314997.397 5630837.060 316.594
314795.276 5631902.850 288.506
313731.064 5632786.930 258.636
312110.282 5632327.240 10.000
509733.000 5095075.000 8.483
511186.711 5095886.820 17.297
514275.236 5280448.560 119.093
514355.408 5279550.960 91.142
515138.044 5278912.170 23.919
514069.000 5281016.000 28.467
515847.960 5278088.000 2.000
516854.860 5278522.200 2.000
517808.270 5279068.000 2.000
536834.000 5277199.000 0.151
537447.000 5276464.000 5.141
538304.000 5275803.000 18.733
539205.670 5275359.900 160.862
540202.470 5275687.300 223.891
541092.910 5275943.900 218.993
541735.840 5276690.200 174.995
542501.990 5277399.400 19.333
543054.000 5278250.000 -0.661
544143.000 5279944.000 2.958
530684.470 5281554.200 12.401
530387.000 5282288.000 2.119
531641.490 5281384.000 15.529
532597.000 5280946.000 5.031
544324.400 5280024.500 8.598
544562.000 5279998.400 7.750
558359.000 5317084.000 -2.314
558074.230 5317373.700 0.391
557815.000 5317726.000 3.943
557687.000 5318661.000 0.183
557694.270 5319140.900 0.070
557496.290 5319636.700 1.452
557168.000 5320019.000 -2.143
556296.100 5320307.800 0.152
555480.220 5320885.500 1.602
554675.460 5321478.400 1.701
553794.240 5321937.600 1.799
553059.790 5321639.400 57.959
552705.660 5322301.100 18.459
552183.330 5322828.800 38.341
551626.730 5323550.300 79.666
551010.710 5324224.400 84.783
550312.480 5324892.600 86.785
549661.310 5325647.900 99.420
548834.760 5325173.000 119.548
548026.560 5325441.600 121.447
546986.010 5324971.200 40.804
545046.610 5325209.500 31.749
544020.090 5324953.600 113.367
543033.310 5324803.900 114.252
542519.920 5323947.900 110.167
541590.250 5323610.800 78.177
540553.000 5323460.000 29.404
533206.000 5325160.000 12.078
534368.390 5324757.300 52.994
535183.590 5325180.500 48.547
536428.000 5324717.000 12.161
538514.820 5326032.900 11.351
539544.030 5326411.400 106.592
540660.910 5326706.800 107.499
541672.840 5327311.400 41.898
541718.840 5328452.300 9.973
546330.450 5342489.500 0.029
546188.000 5342398.000 0.175
546837.630 5342815.500 -0.430
546890.200 5342907.900 -0.430
548544.000 5353012.000 -1.515
548555.000 5353249.000 0.886
547808.480 5355080.800 -0.152
547677.710 5355037.700 0.222
543011.020 5356823.500 -0.256
543013.600 5356967.100 -0.777
387146.680 5522344.760 155.820
388972.510 5523429.300 56.968
384959.900 5520761.630 214.931
383605.087 5519022.310 106.736
381950.000 5517630.000 92.332
380023.810 5516629.470 118.468
378547.766 5514503.890 187.776
376471.398 5513498.600 259.661
374750.196 5511754.200 326.827
372798.998 5511881.640 299.589
371460.418 5510290.680 232.023
369748.982 5509486.030 144.475
369215.748 5507745.850 85.894
367042.187 5507333.640 20.000
366417.611 5505026.640 24.103
365257.607 5502024.270 21.219
362542.510 5499598.100 20.000
325594.797 5578640.450 37.083
325510.000 5577844.000 10.000
326635.613 5579508.560 200.731
326309.486 5580686.700 10.168
323041.187 5588758.910 10.000
322284.691 5588498.240 10.000
319784.766 5602108.300 185.000
320870.638 5601956.210 10.011
323016.887 5591113.070 10.000
322614.000 5590464.000 24.393
323215.033 5589883.650 21.403
319200.000 5602750.000 10.475
315386.226 5633129.300 10.032
314190.999 5634587.330 10.002
312679.217 5633736.900 140.811
310988.995 5633738.770 10.000
510891.382 5094458.880 7.149
509898.894 5094158.400 8.302
511760.290 5094860.550 9.940
513098.136 5280945.970 83.371
513285.343 5280082.540 113.706
513407.879 5279291.160 93.417
514079.790 5278437.670 59.781
514834.720 5277677.300 2.000
512631.000 5281984.000 2.000
538108.000 5275093.000 3.272
539001.740 5274432.600 95.338
539965.780 5274580.800 222.638
541061.080 5274800.500 209.768
542035.670 5275623.500 204.200
542913.650 5276381.000 39.909
543658.350 5277173.000 -1.106
544363.000 5279809.000 6.171
529979.340 5281859.300 13.260
529846.190 5281114.900 12.139
530722.500 5280793.300 13.081
529689.000 5282653.000 0.830
531635.690 5280534.500 12.744
532548.000 5280089.000 8.155
544676.890 5279780.800 7.000
558490.000 5317443.000 -1.756
558229.290 5317837.100 0.070
558022.000 5318303.000 4.028
558260.000 5318784.000 -1.919
558405.230 5319377.100 0.157
557976.110 5319639.800 0.462
557814.080 5320121.200 4.073
557525.950 5320573.500 -1.101
553349.950 5322374.200 -1.469
553030.000 5322990.000 2.286
552425.700 5323705.900 0.767
551933.510 5324557.600 9.163
551116.280 5325133.400 21.344
550504.170 5325856.300 28.668
550150.410 5326757.000 28.839
548840.230 5326252.800 113.241
547569.300 5326114.400 121.184
546464.410 5325821.500 35.997
544406.830 5326192.800 16.310
543420.460 5325915.800 47.655
542533.150 5325675.000 111.094
541905.100 5324862.500 105.387
540903.090 5324553.400 84.941
539947.000 5324539.000 19.118
533900.000 5324125.000 9.386
534579.310 5323656.400 50.140
535379.380 5324085.500 46.092
536147.000 5323401.000 8.670
539047.380 5325385.000 11.089
540168.610 5325556.700 98.664
541073.740 5325578.300 103.655
541722.110 5326176.400 110.302
542620.210 5326710.200 67.213
542711.850 5327819.300 8.670
546292.100 5342349.700 0.104
546193.610 5342242.500 0.242
546091.000 5342301.000 0.295
546983.770 5342782.500 -0.430
547037.200 5342877.300 -0.430
547656.250 5355277.800 -0.330
547515.730 5355229.200 0.159
543225.530 5356951.700 -0.271
543226.790 5357091.700 -0.303
387244.750 5525804.900 32.705
385451.433 5524171.940 150.144
384573.843 5522681.760 169.341
382015.000 5522751.000 169.069
382605.967 5520742.800 190.252
380990.000 5519640.000 161.425
378897.711 5518472.390 158.441
377479.000 5516286.760 186.397
375216.342 5515508.690 260.931
374075.526 5513766.320 321.674
372003.918 5514100.290 269.696
370763.107 5512619.740 259.832
369354.643 5511474.170 192.239
367750.309 5510590.410 97.438
368056.416 5508930.830 71.529
366566.263 5509365.300 35.294
364954.949 5508919.840 10.000
364895.850 5507567.500 16.804
364088.140 5504897.800 20.000
362413.070 5502404.500 20.000
326850.590 5577226.830 189.876
326774.285 5578433.700 138.745
326215.808 5575917.000 10.006
327900.893 5578558.490 218.982
328111.781 5580238.210 152.342
327697.195 5581433.420 10.001
324074.897 5589381.880 10.000
320979.977 5603620.740 10.002
319853.267 5603951.560 150.000
324117.000 5590379.000 10.000
324914.327 5591096.870 10.000
318918.542 5604199.590 10.026
312451.492 5635120.100 167.376
313768.942 5636396.190 10.074
310866.426 5635644.950 10.000
510487.783 5093163.720 5.158
512123.884 5093716.490 11.802
512153.087 5281518.860 104.573
512270.032 5280562.210 95.936
512258.940 5279655.120 127.931
512890.816 5278767.500 101.721
513340.396 5277982.290 36.015
513906.440 5277088.600 2.548
511981.089 5282572.560 127.246
512855.050 5282921.400 16.146
538255.000 5274333.000 3.444
538530.550 5273564.800 6.833
539478.070 5273532.200 76.530
540469.170 5273621.700 209.764
541492.680 5273729.000 196.364
542210.490 5274629.900 194.587
543144.620 5275373.600 142.458
544212.780 5276099.200 2.816
544525.070 5279634.700 7.000
529341.090 5281776.300 9.505
528836.700 5280841.100 -0.075
529771.080 5280300.200 14.220
530656.380 5279971.300 17.589
529116.050 5282742.300 11.003
529529.000 5283626.000 5.275
531519.000 5279820.000 2.453
544704.890 5279454.400 7.000
544832.440 5279592.000 7.000
558653.000 5317846.000 -4.618
558409.320 5318268.100 -0.812
558643.900 5318588.300 -3.193
558622.470 5318970.600 -0.984
559009.080 5319114.100 -2.465
558914.420 5319795.700 -2.963
558397.060 5320009.300 1.936
558264.400 5320612.400 0.320
558231.860 5321240.000 -4.171
549264.020 5327219.300 29.414
548166.290 5327083.300 116.601
547003.960 5326940.200 119.605
545911.770 5326654.600 28.670
543613.250 5327065.100 10.748
533838.320 5322925.300 8.754
535173.100 5322748.700 45.533
536321.650 5322187.600 8.725
546091.000 5342161.000 0.395
545986.600 5342214.100 0.470
547129.530 5342748.100 -0.442
547184.200 5342846.800 -0.450
547504.120 5355473.900 -0.330
547366.980 5355429.300 0.362
543460.690 5357038.100 -0.791
543461.090 5357173.300 -0.328
384513.572 5525924.120 129.431
385056.790 5527851.300 31.611
382905.000 5524086.000 156.324
380763.000 5521805.000 138.083
379163.008 5520802.580 130.568
377682.473 5519951.120 113.016
376864.245 5518461.570 172.545
375699.232 5517257.330 208.130
373969.794 5517337.360 234.110
373103.754 5515717.360 267.514
371201.549 5516107.280 270.878
370047.167 5514685.930 271.760
368762.422 5513447.590 199.779
367299.437 5512288.780 122.050
365599.103 5510992.370 44.352
363599.355 5510264.020 10.000
327465.742 5575481.120 228.208
328019.824 5576938.770 160.499
326350.269 5574014.950 10.001
328974.745 5577656.210 10.097
329243.863 5579223.710 10.000
329700.272 5580873.720 75.237
329234.514 5581781.860 10.003
325470.764 5589849.420 10.000
320291.242 5605266.190 10.032
319361.927 5605747.890 126.000
326869.039 5590309.710 10.000
326774.880 5591391.200 10.000
318245.353 5605959.180 10.000
312200.805 5636641.250 132.582
313285.985 5637650.130 313.554
314720.844 5637821.100 10.047
310981.646 5637530.530 10.000
511565.858 5092646.180 4.396
512638.279 5092620.480 12.402
511328.317 5282017.450 127.136
511529.555 5281131.340 108.666
511200.015 5280353.000 115.279
511129.942 5279481.190 135.136
511819.694 5278823.650 132.109
512432.324 5278163.940 26.060
513009.369 5277395.120 16.965
512989.310 5276550.400 5.830
512085.875 5283545.070 148.695
511082.778 5283064.360 147.464
512963.000 5284030.000 28.817
537374.260 5274273.300 11.248
537398.000 5274897.000 -0.008
537681.000 5273839.000 4.813
537838.000 5272839.000 4.097
538761.140 5272710.400 15.040
539818.530 5272454.900 69.015
540964.830 5272671.500 203.989
542078.280 5272829.000 187.215
542474.170 5273711.800 189.376
543256.450 5274315.900 178.285
544158.640 5275039.600 102.857
545134.760 5275712.700 3.405
528741.040 5281835.700 2.374
528927.080 5279846.100 0.285
529824.360 5279340.700 23.332
530687.000 5279085.000 7.642
528723.260 5283598.600 9.122
528571.080 5282815.500 0.000
528762.000 5284325.000 -0.102
544923.860 5279323.200 6.905
545046.200 5279474.600 6.000
558796.000 5318230.000 -3.397
559031.000 5318499.000 -1.395
558930.360 5318787.300 2.741
559374.000 5319486.000 -4.238
559199.960 5318853.800 4.399
559302.000 5319052.000 0.367
559421.030 5319938.300 -3.784
559277.480 5320350.700 -1.687
558821.180 5320460.000 0.421
558805.650 5321089.200 -0.851
558994.000 5321800.000 -2.084
548800.000 5328070.000 29.188
547621.840 5327948.500 118.038
546394.950 5327864.900 114.731
545246.000 5327399.100 32.701
534392.000 5321861.000 8.670
535434.150 5321501.000 40.849
536517.000 5321116.000 10.453
545980.000 5342068.000 0.291
545871.510 5342123.100 0.605
547271.750 5342701.300 -0.466
547328.490 5342805.300 -0.472
547418.870 5355703.200 -0.330
547282.740 5355660.900 0.479
543700.930 5357109.400 0.023
543696.820 5357251.800 -0.537
383139.000 5528025.000 42.701
382465.000 5525847.000 111.123
379706.000 5522334.000 26.529
378219.853 5523138.680 64.887
377182.611 5521670.970 121.017
375984.639 5520284.300 147.436
374936.958 5518892.320 207.608
373142.919 5519168.960 221.134
372177.957 5517646.710 245.954
370460.437 5518020.560 268.563
369425.129 5516568.910 252.748
368155.274 5515399.520 206.111
366950.829 5514191.970 143.980
365543.520 5512970.540 75.083
363927.588 5512167.060 43.058
362210.802 5511574.130 10.847
327356.944 5573745.340 115.610
328368.184 5574380.350 130.934
329064.108 5576028.130 10.000
326656.471 5572205.630 10.000
330382.059 5580390.360 10.009
331278.316 5581435.250 103.564
330565.285 5582337.620 17.393
320067.284 5607253.920 112.000
320988.006 5606999.990 10.022
318977.628 5607504.830 10.032
328242.356 5590839.840 10.000
328302.949 5592491.200 10.000
312153.287 5638166.510 196.520
313323.436 5639153.230 358.035
314829.750 5639463.280 351.844
316003.468 5638917.530 10.010
311187.211 5639408.400 10.000
512292.031 5091694.750 11.299
513276.231 5091579.870 9.961
510521.194 5282177.560 139.586
510753.248 5281285.330 118.088
510127.323 5280698.040 106.641
510164.984 5279943.420 111.794
510193.205 5279221.550 134.249
510800.365 5278584.060 127.282
511429.340 5277996.720 84.201
512256.830 5277631.900 2.237
512471.910 5277086.600 5.239
512502.182 5284568.560 159.339
511365.266 5284147.280 170.539
510290.883 5283812.990 126.927
510001.047 5282917.870 144.659
513876.000 5284722.000 8.893
536663.000 5274382.000 1.982
536785.000 5273770.000 1.277
537759.910 5272032.600 6.292
538737.990 5271864.300 38.595
539384.940 5271257.000 68.182
540531.720 5271578.000 210.402
541593.360 5271839.400 200.460
542747.570 5272088.800 193.580
543272.560 5273111.300 189.653
544172.440 5273982.000 176.692
545104.510 5274669.000 46.356
546056.740 5275326.200 3.685
529060.000 5278806.000 0.077
529924.640 5278219.800 23.179
530984.950 5278263.300 0.000
527951.650 5284353.900 -0.328
528093.610 5283646.000 10.734
527815.000 5285137.000 3.733
545151.210 5279206.100 6.000
545269.610 5279370.900 6.000
559227.000 5318593.000 -0.009
559944.920 5319911.300 -1.197
559404.000 5318668.000 0.685
559438.480 5318848.400 4.284
559524.000 5319003.000 0.575
559674.410 5320246.100 3.788
559722.810 5320660.300 -2.588
559275.610 5320862.400 -2.307
559326.260 5321392.900 1.886
559582.290 5321885.900 -2.450
548300.000 5328950.000 39.450
547185.590 5328840.800 115.964
546248.130 5329050.000 118.439
545469.020 5328454.100 104.769
544569.720 5328135.400 30.325
534575.000 5320779.000 10.653
535508.770 5320254.400 36.875
536314.000 5319958.000 9.439
545879.000 5341945.000 0.374
545774.000 5342014.000 0.342
547407.760 5342638.800 -0.491
547464.370 5342741.500 -0.493
547290.930 5355907.800 0.508
547467.850 5355946.200 -0.330
543929.290 5357210.800 0.147
543921.010 5357358.300 -0.610
381457.663 5528778.980 99.659
382765.590 5529781.900 19.947
381626.000 5526729.000 31.560
379781.771 5524081.320 10.002
378736.864 5525140.780 66.085
377157.164 5524930.100 101.050
376326.123 5523458.220 125.295
375317.684 5522030.980 147.151
374211.145 5520612.970 188.705
372462.725 5520954.600 183.839
371374.878 5519522.400 194.612
369544.050 5519852.700 252.518
368910.567 5518250.890 263.243
367731.758 5517236.860 229.285
366274.656 5516197.230 172.505
365439.148 5514708.120 105.797
364018.777 5514068.310 65.335
362436.625 5513438.180 55.133
360755.809 5512810.030 10.966
328085.977 5572715.410 188.855
329190.517 5573205.740 107.381
329336.663 5574443.740 10.000
328186.232 5571203.690 10.013
331801.139 5580566.410 10.000
333014.033 5581665.170 92.737
331819.377 5582475.280 165.218
331280.932 5583665.070 10.019
320951.287 5608897.640 10.084
319985.959 5609088.200 140.000
319070.267 5609322.280 10.000
329090.000 5591290.000 10.002
329726.993 5592567.790 10.001
329795.693 5593638.680 10.000
314140.000 5640980.000 23.441
312804.786 5640407.390 10.000
316109.599 5640101.790 326.590
315410.000 5640890.000 400.270
317573.109 5639988.740 412.599
317740.140 5638317.400 10.000
512973.855 5090695.510 8.210
513958.367 5090556.970 15.356
509724.513 5282184.770 132.361
509944.212 5281478.960 126.810
509298.488 5280993.680 120.860
509099.000 5280315.000 126.552
509143.042 5279360.570 133.238
509821.505 5278502.010 133.213
510421.039 5277571.360 133.365
511282.910 5277156.500 2.000
512981.535 5285475.470 160.606
511739.500 5285149.850 176.244
510561.459 5284797.140 126.483
509449.433 5284550.980 106.137
509193.551 5283567.690 85.240
508952.000 5282508.000 5.397
514124.270 5285926.100 2.000
537863.000 5271051.000 16.257
538704.000 5270625.200 8.490
539308.000 5270145.000 7.865
540225.180 5270542.800 232.045
541297.810 5270655.100 220.554
542214.800 5271213.400 197.380
543161.030 5271160.200 186.987
543890.850 5272052.600 180.349
544275.990 5273039.300 184.214
545122.030 5273636.500 175.412
546031.350 5274287.600 74.178
546978.720 5274939.700 4.883
528982.020 5277849.400 3.452
529454.530 5277038.500 1.127
530414.770 5277310.400 23.841
531274.000 5277224.000 8.668
527099.910 5284981.300 9.380
527259.060 5284179.200 0.000
527040.000 5285745.000 2.849
545387.470 5279108.200 6.000
545498.280 5279280.600 6.000
559994.720 5320329.800 3.179
560287.000 5320182.000 -0.969
559601.190 5318668.000 1.812
559636.570 5318819.400 3.849
559712.000 5318962.000 1.010
560205.000 5320598.000 -2.801
560106.000 5320905.000 -2.300
559693.950 5321097.500 -3.027
559774.360 5321518.200 -2.476
559979.000 5321927.000 -1.874
547780.640 5329727.700 33.670
546832.810 5329858.600 102.918
545936.270 5330169.800 117.662
545452.600 5329464.000 113.411
544711.810 5329211.300 99.043
543893.450 5328871.600 28.670
534581.000 5319651.000 11.893
535114.560 5319105.700 34.380
535948.000 5318990.000 9.567
545729.080 5341827.800 0.670
545904.000 5341755.000 -1.167
545537.000 5341950.000 -1.792
547591.290 5342661.300 -0.519
547534.930 5342559.600 -0.514
547369.470 5356145.100 0.464
547571.900 5356172.200 -0.252
544147.980 5357329.200 0.462
544150.380 5357450.100 0.525
381354.172 5530737.520 10.001
379750.592 5529711.530 116.445
380213.066 5527750.890 112.178
380557.293 5525773.570 10.007
379193.637 5526674.460 109.300
377738.857 5526686.220 117.033
376358.663 5526529.590 84.839
375400.035 5525251.640 110.271
374561.645 5523784.650 138.638
373576.801 5522308.880 160.756
371875.014 5522746.230 134.454
370767.642 5521329.090 174.060
369198.998 5521810.000 215.628
368169.847 5520700.670 251.165
367532.106 5519199.080 243.487
366342.535 5518053.620 205.793
364854.376 5517713.550 163.053
364392.715 5515951.010 115.090
362735.784 5515348.350 67.543
361072.996 5514727.650 46.008
359376.025 5514129.370 10.473
329221.566 5571926.690 182.543
330373.401 5572404.720 10.359
329997.788 5573909.900 10.010
329614.924 5570632.820 191.707
329012.895 5569493.960 10.178
333315.069 5579966.000 10.000
334477.812 5580791.220 10.000
334318.576 5582086.270 18.219
334065.628 5583287.390 10.648
332698.616 5583242.180 183.411
332088.195 5584395.920 16.155
330686.273 5585119.780 10.000
320895.690 5610794.830 10.009
319906.838 5610921.350 150.000
319137.410 5611140.850 10.006
330095.363 5591647.190 10.000
330979.780 5592816.550 10.000
330802.847 5593728.260 24.839
330918.922 5595162.660 10.013
314918.789 5642247.870 13.547
316400.335 5641369.210 322.568
319308.359 5639480.950 459.896
319002.577 5641022.930 345.520
317640.403 5641521.380 244.889
319597.997 5637944.600 10.118
513780.160 5089792.010 7.855
514789.882 5089652.060 15.186
509217.116 5281756.470 31.842
508772.299 5281308.810 8.525
508347.000 5280810.000 65.168
508079.000 5280226.000 76.870
507976.969 5279015.710 79.099
508848.266 5278387.420 128.422
509509.591 5277706.700 137.447
509624.010 5276764.080 139.632
510478.450 5276412.000 14.012
513367.360 5286460.840 161.467
512125.880 5286139.500 182.188
510885.296 5285710.680 151.531
509702.399 5285528.450 63.195
508613.840 5285398.900 7.324
508378.210 5284329.400 3.306
508160.000 5283076.000 2.000
508204.000 5282121.000 2.000
508457.000 5281756.000 2.000
514529.900 5286948.400 2.260
539007.000 5269087.100 51.289
538159.100 5269763.400 2.407
539859.060 5269584.700 56.896
540723.190 5269601.700 232.651
541677.450 5269519.400 240.423
542372.630 5270329.900 214.500
543372.760 5270199.900 102.758
544122.330 5270879.400 121.645
544794.560 5271486.900 131.977
545056.660 5272542.900 148.484
545997.320 5273242.500 169.221
546892.350 5273828.400 101.888
547773.450 5274363.500 0.929
530149.910 5276321.000 7.674
530968.300 5276438.300 40.042
531642.000 5276611.000 1.602
526342.610 5285797.700 4.835
526416.400 5284691.600 3.618
526377.000 5286907.000 -0.557
545626.750 5279017.600 5.189
545733.660 5279208.100 5.249
560295.020 5320409.500 4.029
560558.000 5320390.000 0.046
559743.140 5318619.300 2.397
559797.070 5318779.500 3.641
559884.560 5318918.000 0.642
560431.000 5320616.000 -0.531
560070.000 5321231.000 1.341
560142.000 5321466.000 2.461
560075.150 5321692.400 -2.884
560260.000 5321909.000 -2.844
547360.750 5330635.000 38.109
546548.680 5330913.100 104.058
545615.680 5331194.700 114.982
544930.410 5330381.300 115.003
544031.740 5329921.300 93.073
543217.180 5329607.900 41.668
534274.000 5318428.000 8.734
535137.000 5318114.000 8.621
545642.000 5341639.000 0.670
545933.000 5341558.000 -2.255
545347.000 5341702.000 -1.881
545092.590 5341974.800 -2.226
547717.970 5342580.700 -0.530
547662.110 5342480.400 -0.530
547450.990 5356380.900 0.395
547647.660 5356408.800 -0.296
544391.630 5357387.300 0.049
544392.890 5357504.500 -1.104
379933.308 5531679.040 10.008
378309.665 5531138.840 100.329
377970.431 5529562.080 104.767
378565.838 5528182.420 133.215
376636.956 5528358.890 99.546
374972.576 5527226.970 114.888
373556.086 5525564.150 37.753
372988.216 5523902.480 97.296
371502.858 5524716.890 28.971
370275.937 5523204.640 129.908
368546.454 5523444.490 195.142
367504.840 5522089.810 257.854
366774.774 5520674.730 250.098
365469.113 5519666.110 217.684
363647.320 5519077.490 168.135
363147.282 5517224.190 108.406
361454.327 5516628.300 58.333
359757.234 5516041.420 52.567
358044.154 5515497.060 14.700
330353.428 5571377.470 63.413
330880.030 5573156.010 10.000
331881.927 5572786.880 10.000
331526.092 5571458.760 10.000
331590.637 5573557.690 10.000
330446.814 5569590.070 157.757
331123.433 5570482.650 44.815
329920.442 5568612.710 189.358
328824.035 5567642.900 10.000
334787.933 5579270.910 10.000
335215.633 5581669.570 10.000
335636.196 5579769.620 10.000
335351.919 5582952.800 10.000
333437.272 5584382.900 83.671
334702.931 5584655.190 10.000
332748.819 5585264.830 10.003
331590.000 5585310.000 10.000
320568.477 5612202.210 166.000
321570.777 5612567.460 10.007
319639.436 5612937.670 10.006
331835.458 5593346.350 47.324
332312.761 5592280.750 10.000
331784.187 5594375.060 83.108
332235.410 5595576.080 51.156
331501.988 5596969.970 10.000
316730.197 5642840.270 10.000
321156.946 5638922.080 10.034
320607.554 5640806.400 291.394
320146.084 5642245.460 238.181
318502.851 5642452.550 34.040
514050.226 5088593.810 4.223
515285.113 5088582.600 8.990
508252.000 5281362.000 2.000
507968.000 5281094.000 2.000
507542.000 5280762.000 3.075
507313.250 5280081.900 5.077
506950.920 5279072.800 4.664
507238.060 5278018.900 4.162
508046.485 5277862.850 122.353
508780.375 5277292.320 145.975
508795.101 5276223.110 158.747
509723.060 5275635.700 2.000
513571.570 5287473.750 137.396
512753.616 5287007.540 183.183
511969.859 5287157.210 181.749
511132.129 5286506.200 117.261
510003.326 5286361.750 78.560
508870.000 5286464.000 9.521
508005.000 5281646.000 2.000
514207.000 5288041.000 4.051
538033.810 5268583.200 64.364
539110.810 5268000.300 112.453
539989.470 5268655.600 212.844
537555.900 5269296.400 3.775
540995.920 5268561.100 234.048
542080.920 5268522.800 233.898
542696.180 5269378.300 127.101
543668.000 5269386.000 1.430
544354.000 5269851.000 7.092
545162.000 5270439.000 2.048
545620.990 5271009.600 0.661
545527.390 5271794.300 44.394
546113.840 5272315.700 69.521
546901.880 5272777.100 126.156
547709.250 5273247.600 91.411
548480.890 5273657.200 14.640
530736.000 5275876.000 5.460
531167.050 5275323.300 34.618
531642.000 5275852.000 7.928
525575.000 5286603.000 0.282
525713.000 5285579.000 0.360
545865.640 5278926.000 5.000
545967.530 5279130.800 5.000
560607.020 5320659.300 0.837
560735.010 5320469.000 1.022
559874.000 5318593.000 2.533
559941.200 5318741.900 3.727
560028.430 5318879.300 1.105
560336.280 5321678.300 -0.137
560470.870 5321743.400 -0.286
560450.000 5321918.000 -2.842
547293.320 5331629.800 33.670
546411.910 5331924.300 96.793
545518.330 5332228.700 103.370
544615.570 5331571.900 114.750
544082.310 5330846.400 111.213
543253.920 5330674.100 81.458
542540.900 5330344.100 28.670
545384.000 5341408.000 -1.206
545752.000 5341261.000 -1.362
546211.770 5341344.700 -2.152
544913.590 5341572.900 -1.132
544622.360 5341921.400 -1.560
547844.650 5342500.100 -0.530
547789.280 5342401.200 -0.530
547490.940 5356628.200 0.297
547680.830 5356655.400 -0.287
544632.280 5357446.100 -0.138
544623.650 5357588.300 -0.436
378571.917 5532990.380 10.066
376860.324 5532238.090 86.867
376585.795 5530389.750 32.655
375002.360 5529509.040 52.150
374093.464 5528383.400 109.327
373290.486 5527351.440 52.119
371944.481 5526453.140 20.940
370326.725 5526182.610 38.836
369542.407 5524820.320 70.081
367749.453 5525006.040 198.042
366850.151 5523508.490 266.613
365683.163 5521807.880 260.162
364029.729 5520918.800 231.822
362308.744 5520322.970 181.559
361892.892 5518496.570 112.168
360174.074 5517924.560 64.165
358454.354 5517379.420 93.739
